,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
17,TSLA241129P00160000,2024-11-25 20:02:07+00:00,160.0,0.06,0.0,0.01,0.04,200.0,100.0,3253,2.1250046874999997,False,REGULAR,USD
18,TSLA241129P00165000,2024-11-25 20:59:59+00:00,165.0,0.01,0.0,0.01,-0.01,-50.0,332.0,5863,2.0625048437499998,False,REGULAR,USD
19,TSLA241129P00170000,2024-11-25 20:25:26+00:00,170.0,0.01,0.01,0.02,-0.01,-50.0,393.0,2683,2.1250046874999997,False,REGULAR,USD
20,TSLA241129P00175000,2024-11-25 15:33:25+00:00,175.0,0.01,0.0,0.02,-0.02,-66.66667,42.0,3562,1.96875015625,False,REGULAR,USD
21,TSLA241129P00180000,2024-11-25 20:27:08+00:00,180.0,0.01,0.0,0.02,-0.01,-50.0,117.0,5619,1.9062504687500001,False,REGULAR,USD
22,TSLA241129P00185000,2024-11-25 18:25:42+00:00,185.0,0.01,0.0,0.02,-0.03,-75.0,180.0,15341,1.8125009374999999,False,REGULAR,USD
23,TSLA241129P00190000,2024-11-25 20:57:59+00:00,190.0,0.01,0.01,0.03,-0.03,-75.0,22.0,2649,1.8437507812499998,False,REGULAR,USD
24,TSLA241129P00195000,2024-11-25 17:46:14+00:00,195.0,0.02,0.01,0.03,-0.030000001,-60.0,219.0,4269,1.765626171875,False,REGULAR,USD
25,TSLA241129P00200000,2024-11-25 20:59:48+00:00,200.0,0.02,0.01,0.02,-0.030000001,-60.0,368.0,18921,1.65625171875,False,REGULAR,USD
26,TSLA241129P00205000,2024-11-25 20:29:15+00:00,205.0,0.01,0.02,0.04,-0.060000002,-85.71429,119.0,8351,1.6875015625,False,REGULAR,USD
27,TSLA241129P00210000,2024-11-25 20:59:39+00:00,210.0,0.03,0.03,0.12,-0.049999997,-62.499996,609.0,8038,1.765626171875,False,REGULAR,USD
28,TSLA241129P00215000,2024-11-25 20:30:06+00:00,215.0,0.03,0.01,0.04,-0.04,-57.142857,281.0,4273,1.5078149609375,False,REGULAR,USD
29,TSLA241129P00220000,2024-11-25 20:37:07+00:00,220.0,0.05,0.05,0.08,-0.040000003,-44.444447,353.0,5288,1.5820333398437496,False,REGULAR,USD
30,TSLA241129P00225000,2024-11-25 20:58:59+00:00,225.0,0.05,0.04,0.05,-0.040000003,-44.444447,1396.0,3923,1.4492215039062502,False,REGULAR,USD
31,TSLA241129P00230000,2024-11-25 20:59:58+00:00,230.0,0.05,0.05,0.06,-0.06,-54.545456,2046.0,6920,1.40625296875,False,REGULAR,USD
32,TSLA241129P00235000,2024-11-25 20:58:41+00:00,235.0,0.09,0.05,0.12,-0.03999999,-30.769224,1729.0,25545,1.400393623046875,False,REGULAR,USD
33,TSLA241129P00240000,2024-11-25 20:57:32+00:00,240.0,0.09,0.06,0.1,-0.049999997,-35.714283,1231.0,3837,1.3164096679687498,False,REGULAR,USD
34,TSLA241129P00245000,2024-11-25 20:59:54+00:00,245.0,0.1,0.07,0.12,-0.050000004,-33.333336,1049.0,4868,1.2714880175781247,False,REGULAR,USD
35,TSLA241129P00247500,2024-11-25 20:56:20+00:00,247.5,0.1,0.06,0.12,-0.059999995,-37.499996,147.0,84,1.2265663671875,False,REGULAR,USD
36,TSLA241129P00250000,2024-11-25 20:56:48+00:00,250.0,0.1,0.06,0.11,-0.07,-41.17647,7571.0,7874,1.18359783203125,False,REGULAR,USD
37,TSLA241129P00252500,2024-11-25 20:53:54+00:00,252.5,0.09,0.01,0.15,-0.09,-49.999996,79.0,316,1.140629296875,False,REGULAR,USD
38,TSLA241129P00255000,2024-11-25 20:53:49+00:00,255.0,0.09,0.07,0.14,-0.099999994,-52.631573,947.0,2306,1.1445355273437499,False,REGULAR,USD
39,TSLA241129P00257500,2024-11-25 20:59:33+00:00,257.5,0.12,0.09,0.16,-0.089999996,-42.857143,255.0,145,1.1328168359375002,False,REGULAR,USD
40,TSLA241129P00260000,2024-11-25 20:57:39+00:00,260.0,0.14,0.12,0.14,-0.060000002,-30.0,671.0,3823,1.1035201074218752,False,REGULAR,USD
41,TSLA241129P00262500,2024-11-25 20:58:27+00:00,262.5,0.14,0.11,0.16,-0.060000002,-30.0,310.0,1537,1.0722702636718753,False,REGULAR,USD
42,TSLA241129P00265000,2024-11-25 20:57:56+00:00,265.0,0.14,0.12,0.16,-0.060000002,-30.0,1461.0,2459,1.0429735351562504,False,REGULAR,USD
43,TSLA241129P00267500,2024-11-25 19:17:10+00:00,267.5,0.13,0.14,0.19,-0.10000001,-43.478264,116.0,1026,1.0293017285156252,False,REGULAR,USD
44,TSLA241129P00270000,2024-11-25 20:58:43+00:00,270.0,0.18,0.13,0.17,-0.059999987,-24.999994,1030.0,2974,0.9804689453125001,False,REGULAR,USD
45,TSLA241129P00272500,2024-11-25 20:56:27+00:00,272.5,0.15,0.08,0.34,-0.08999999,-37.499996,180.0,514,0.992187578125,False,REGULAR,USD
46,TSLA241129P00275000,2024-11-25 20:59:50+00:00,275.0,0.19,0.16,0.19,-0.06999999,-26.923075,446.0,5145,0.93164130859375,False,REGULAR,USD
47,TSLA241129P00277500,2024-11-25 20:56:22+00:00,277.5,0.19,0.17,0.2,-0.060000002,-24.0,199.0,1166,0.903321279296875,False,REGULAR,USD
48,TSLA241129P00280000,2024-11-25 20:59:20+00:00,280.0,0.19,0.18,0.2,-0.06999999,-26.923075,2235.0,5297,0.8710950390625,False,REGULAR,USD
49,TSLA241129P00282500,2024-11-25 20:59:41+00:00,282.5,0.21,0.04,0.24,-0.060000017,-22.222229,143.0,958,0.79883013671875,False,REGULAR,USD
50,TSLA241129P00285000,2024-11-25 20:57:46+00:00,285.0,0.23,0.19,0.25,-0.059999987,-20.689651,817.0,2587,0.8183611914062499,False,REGULAR,USD
51,TSLA241129P00287500,2024-11-25 20:58:49+00:00,287.5,0.22,0.21,0.27,-0.099999994,-31.249998,227.0,882,0.7939473730468749,False,REGULAR,USD
52,TSLA241129P00290000,2024-11-25 20:59:56+00:00,290.0,0.26,0.23,0.26,-0.09,-25.714287,1645.0,4088,0.7607445800781252,False,REGULAR,USD
53,TSLA241129P00292500,2024-11-25 20:59:21+00:00,292.5,0.29,0.25,0.28,-0.08000001,-21.621624,1131.0,1269,0.73437765625,False,REGULAR,USD
54,TSLA241129P00295000,2024-11-25 20:59:25+00:00,295.0,0.29,0.27,0.31,-0.13,-30.952381,1241.0,4228,0.70898728515625,False,REGULAR,USD
55,TSLA241129P00297500,2024-11-25 20:59:29+00:00,297.5,0.32,0.31,0.34,-0.099999994,-23.809523,1252.0,1585,0.6865265722656251,False,REGULAR,USD
56,TSLA241129P00300000,2024-11-25 20:59:58+00:00,300.0,0.37,0.35,0.38,-0.099999994,-21.276594,10796.0,14794,0.6635775830078127,False,REGULAR,USD
57,TSLA241129P00302500,2024-11-25 20:59:03+00:00,302.5,0.41,0.41,0.43,-0.109999985,-21.153843,1497.0,1914,0.6435582519531251,False,REGULAR,USD
58,TSLA241129P00305000,2024-11-25 20:59:46+00:00,305.0,0.5,0.46,0.5,-0.07999998,-13.7931,2927.0,4267,0.6215858154296876,False,REGULAR,USD
59,TSLA241129P00307500,2024-11-25 20:59:34+00:00,307.5,0.57,0.57,0.59,-0.100000024,-14.925376,1589.0,2695,0.6069375244140626,False,REGULAR,USD
60,TSLA241129P00310000,2024-11-25 20:59:52+00:00,310.0,0.67,0.66,0.7,-0.06999999,-9.459458,5758.0,6881,0.5881388842773438,False,REGULAR,USD
61,TSLA241129P00312500,2024-11-25 20:59:59+00:00,312.5,0.82,0.81,0.86,-0.030000031,-3.5294154,3282.0,2090,0.5756878369140624,False,REGULAR,USD
62,TSLA241129P00315000,2024-11-25 20:59:47+00:00,315.0,1.02,0.99,1.05,0.029999971,3.0303001,6287.0,4484,0.5622602368164062,False,REGULAR,USD
63,TSLA241129P00317500,2024-11-25 20:59:56+00:00,317.5,1.27,1.23,1.3,0.120000005,10.434783,3962.0,1864,0.551762294921875,False,REGULAR,USD
64,TSLA241129P00320000,2024-11-25 20:59:52+00:00,320.0,1.56,1.52,1.62,0.20999992,15.55555,21939.0,8082,0.5419967675781252,False,REGULAR,USD
65,TSLA241129P00322500,2024-11-25 20:59:42+00:00,322.5,2.0,1.94,2.01,0.40999997,25.786161,7310.0,3411,0.5361374511718751,False,REGULAR,USD
66,TSLA241129P00325000,2024-11-25 20:59:59+00:00,325.0,2.45,2.42,2.52,0.5300001,27.604172,16151.0,4229,0.5307664111328125,False,REGULAR,USD
67,TSLA241129P00327500,2024-11-25 20:59:43+00:00,327.5,3.15,3.0,3.15,0.9000001,40.000004,8344.0,2444,0.5266160620117188,False,REGULAR,USD
68,TSLA241129P00330000,2024-11-25 20:59:59+00:00,330.0,3.8,3.75,3.9,1.19,45.593876,28570.0,6841,0.52539537109375,False,REGULAR,USD
69,TSLA241129P00332500,2024-11-25 20:59:58+00:00,332.5,4.75,4.6,4.8,1.6500001,53.225815,8777.0,1911,0.524418818359375,False,REGULAR,USD
70,TSLA241129P00335000,2024-11-25 20:59:57+00:00,335.0,5.7,5.6,6.0,1.9999998,54.054047,18291.0,3745,0.5302781347656251,False,REGULAR,USD
71,TSLA241129P00337500,2024-11-25 20:59:57+00:00,337.5,6.95,6.85,7.55,2.56,58.314354,11660.0,2714,0.5478560839843751,False,REGULAR,USD
72,TSLA241129P00340000,2024-11-25 20:59:52+00:00,340.0,8.22,8.35,8.45,3.1200004,61.17648,36984.0,7305,0.5416305603027345,True,REGULAR,USD
73,TSLA241129P00342500,2024-11-25 20:59:42+00:00,342.5,9.7,9.5,10.0,3.75,63.02521,15231.0,2535,0.5369919348144532,True,REGULAR,USD
74,TSLA241129P00345000,2024-11-25 20:59:54+00:00,345.0,11.2,10.55,11.45,4.35,63.50365,40143.0,4901,0.5153857055664062,True,REGULAR,USD
75,TSLA241129P00347500,2024-11-25 20:59:50+00:00,347.5,13.01,12.6,13.2,5.0,62.42197,25588.0,1404,0.5328415856933593,True,REGULAR,USD
76,TSLA241129P00350000,2024-11-25 20:59:54+00:00,350.0,14.75,14.65,15.05,5.6499996,62.087902,65499.0,3598,0.547001600341797,True,REGULAR,USD
77,TSLA241129P00352500,2024-11-25 20:59:40+00:00,352.5,16.75,15.8,17.5,6.33,60.74856,19064.0,2630,0.5407760766601564,True,REGULAR,USD
78,TSLA241129P00355000,2024-11-25 20:59:31+00:00,355.0,18.81,18.45,19.1,6.99,59.13706,20892.0,2884,0.5556685058593751,True,REGULAR,USD
79,TSLA241129P00357500,2024-11-25 20:59:28+00:00,357.5,20.9,19.65,21.65,7.5699997,56.789196,8985.0,587,0.5376022802734376,True,REGULAR,USD
80,TSLA241129P00360000,2024-11-25 20:59:13+00:00,360.0,22.98,21.85,23.25,8.23,55.796604,11925.0,3546,0.5073291455078125,True,REGULAR,USD
81,TSLA241129P00362500,2024-11-25 20:57:30+00:00,362.5,24.4,23.7,26.7,8.629999,54.724155,2282.0,469,0.5666547241210937,True,REGULAR,USD
82,TSLA241129P00365000,2024-11-25 20:59:30+00:00,365.0,27.56,25.95,28.95,9.26,50.601093,2008.0,560,0.5698285205078125,True,REGULAR,USD
83,TSLA241129P00367500,2024-11-25 20:59:41+00:00,367.5,29.9,28.15,31.7,9.869999,49.276077,537.0,354,0.6025430371093752,True,REGULAR,USD
84,TSLA241129P00370000,2024-11-25 20:56:01+00:00,370.0,32.1,31.3,33.65,9.999998,45.24886,940.0,1138,0.64648791015625,True,REGULAR,USD
85,TSLA241129P00372500,2024-11-25 20:00:05+00:00,372.5,33.95,32.85,36.65,10.0,41.75365,186.0,125,0.6425816992187501,True,REGULAR,USD
86,TSLA241129P00375000,2024-11-25 20:59:42+00:00,375.0,37.0,35.2,38.5,11.4,44.53125,552.0,1071,0.5874064697265625,True,REGULAR,USD
87,TSLA241129P00377500,2024-11-25 20:49:14+00:00,377.5,32.9,37.7,41.05,5.170002,18.644075,183.0,181,0.624027197265625,True,REGULAR,USD
88,TSLA241129P00380000,2024-11-25 20:59:33+00:00,380.0,41.55,40.1,43.45,11.719999,39.289303,524.0,794,0.6245154736328126,True,REGULAR,USD
89,TSLA241129P00382500,2024-11-25 18:53:48+00:00,382.5,35.1,42.45,46.55,3.6799984,11.71228,42.0,70,0.71679970703125,True,REGULAR,USD
90,TSLA241129P00385000,2024-11-25 17:52:13+00:00,385.0,45.05,44.85,48.95,12.299999,37.557247,71.0,126,0.719729365234375,True,REGULAR,USD
91,TSLA241129P00387500,2024-11-25 19:00:44+00:00,387.5,39.7,47.3,51.4,2.25,6.0080104,21.0,20,0.7334011035156249,True,REGULAR,USD
92,TSLA241129P00390000,2024-11-25 20:51:47+00:00,390.0,46.5,49.8,53.3,8.25,21.568628,182.0,116,0.631839619140625,True,REGULAR,USD
93,TSLA241129P00392500,2024-11-25 17:14:35+00:00,392.5,45.0,52.2,56.35,4.3499985,10.701103,3.0,30,0.762697685546875,True,REGULAR,USD
94,TSLA241129P00395000,2024-11-25 20:59:09+00:00,395.0,55.5,54.65,58.85,10.5,23.333334,39.0,35,0.7797873583984375,True,REGULAR,USD
95,TSLA241129P00397500,2024-11-25 14:46:23+00:00,397.5,49.5,57.1,61.3,5.200001,11.738151,2.0,4,0.7851583984375,True,REGULAR,USD
96,TSLA241129P00400000,2024-11-25 20:58:07+00:00,400.0,60.2,59.05,63.8,13.299999,28.358206,168.0,577,0.5625043750000001,True,REGULAR,USD
97,TSLA241129P00402500,2024-11-19 16:47:15+00:00,402.5,59.5,62.1,65.45,0.0,0.0,,2,1.1569866369628907,True,REGULAR,USD
98,TSLA241129P00405000,2024-11-25 14:53:56+00:00,405.0,52.35,64.55,68.75,0.19999695,0.38350326,4.0,27,0.8349625878906248,True,REGULAR,USD
99,TSLA241129P00407500,2024-11-19 16:46:17+00:00,407.5,64.6,67.1,71.0,0.0,0.0,3.0,4,0.7949239257812499,True,REGULAR,USD
100,TSLA241129P00410000,2024-11-25 17:46:10+00:00,410.0,64.0,69.55,73.35,6.450001,11.207646,15.0,12,0.70312796875,True,REGULAR,USD
101,TSLA241129P00415000,2024-11-25 15:29:55+00:00,415.0,65.05,74.15,78.85,0.40000153,0.6187185,2.0,13,0.81445498046875,True,REGULAR,USD
102,TSLA241129P00417500,2024-11-19 20:06:43+00:00,417.5,74.75,76.5,81.2,0.0,0.0,,2,1.4677760986328123,True,REGULAR,USD
103,TSLA241129P00420000,2024-11-25 15:41:14+00:00,420.0,70.45,78.95,83.7,2.75,4.0620384,1.0,36,1.4980493847656249,True,REGULAR,USD
104,TSLA241129P00422500,2024-11-19 15:29:51+00:00,422.5,79.2,81.5,86.3,0.0,0.0,,0,1.544191732177734,True,REGULAR,USD
105,TSLA241129P00425000,2024-11-25 15:13:42+00:00,425.0,80.0,84.0,88.65,-5.8499985,-6.8142095,2.0,2,1.5488303808593749,True,REGULAR,USD
106,TSLA241129P00427500,2024-11-25 15:37:35+00:00,427.5,78.75,86.95,91.15,-13.25,-14.402174,3.0,0,0.9677737597656251,True,REGULAR,USD
107,TSLA241129P00430000,2024-11-19 16:17:27+00:00,430.0,76.0,88.95,93.65,-9.099998,-10.693301,9.0,3,1.6064472802734375,True,REGULAR,USD
108,TSLA241129P00432500,2024-11-22 20:01:13+00:00,432.5,79.7,91.45,96.15,0.0,0.0,1.0,1,1.6350115905761715,True,REGULAR,USD
109,TSLA241129P00435000,2024-11-25 14:46:10+00:00,435.0,77.51,93.95,98.65,-20.489998,-20.908161,2.0,2,1.6630876220703126,True,REGULAR,USD
110,TSLA241129P00440000,2024-11-14 20:55:32+00:00,440.0,128.79,99.0,103.65,0.0,0.0,,0,1.718507266845703,True,REGULAR,USD
111,TSLA241129P00445000,2024-11-22 15:33:54+00:00,445.0,101.27,103.95,108.55,0.0,0.0,1.0,1,1.7543957592773438,True,REGULAR,USD
112,TSLA241129P00450000,2024-11-22 20:46:19+00:00,450.0,100.0,108.95,113.65,2.5,2.5641026,5.0,115,1.8261727441406248,True,REGULAR,USD
113,TSLA241129P00455000,2024-11-21 14:54:41+00:00,455.0,94.9,113.65,118.65,-15.900002,-14.350182,1.0,0,1.878418576660156,True,REGULAR,USD
114,TSLA241129P00457500,2024-11-21 15:33:18+00:00,457.5,119.5,116.45,121.05,0.0,0.0,,0,1.8850103405761716,True,REGULAR,USD
115,TSLA241129P00460000,2024-11-19 18:41:39+00:00,460.0,115.25,118.95,123.55,0.0,0.0,3.0,0,1.910400838623047,True,REGULAR,USD
116,TSLA241129P00465000,2024-11-21 19:47:45+00:00,465.0,123.0,124.0,128.55,0.0,0.0,10.0,0,1.9604494165039061,True,REGULAR,USD
117,TSLA241129P00470000,2024-11-19 15:50:33+00:00,470.0,126.8,128.95,133.55,0.0,0.0,1.0,0,2.009770600585937,True,REGULAR,USD
118,TSLA241129P00475000,2024-11-22 14:53:08+00:00,475.0,136.3,133.95,138.55,0.0,0.0,1.0,0,2.0583544635009767,True,REGULAR,USD
119,TSLA241129P00480000,2024-11-22 16:40:40+00:00,480.0,125.8,139.2,143.55,0.0,0.0,1.0,1,2.1059617663574213,True,REGULAR,USD
120,TSLA241129P00485000,2024-11-19 16:20:07+00:00,485.0,139.6,143.55,148.55,0.0,0.0,1.0,0,2.1528366491699216,True,REGULAR,USD
121,TSLA241129P00490000,2024-11-21 19:03:46+00:00,490.0,147.95,148.95,153.55,0.0,0.0,1.0,0,2.1992232519531245,True,REGULAR,USD
122,TSLA241129P00495000,2024-11-14 20:52:11+00:00,495.0,183.05,153.55,158.55,0.0,0.0,20.0,0,2.2446332946777336,True,REGULAR,USD
123,TSLA241129P00500000,2024-11-21 16:59:12+00:00,500.0,159.15,158.95,163.55,0.0,0.0,2.0,0,2.28906677734375,True,REGULAR,USD
124,TSLA241129P00505000,2024-11-14 20:52:11+00:00,505.0,193.1,163.65,168.55,0.0,0.0,,0,2.333500260009765,True,REGULAR,USD
125,TSLA241129P00510000,2024-11-22 16:52:35+00:00,510.0,155.95,169.2,173.55,0.0,0.0,1.0,0,2.376957182617187,True,REGULAR,USD
126,TSLA241129P00520000,2024-11-21 14:48:15+00:00,520.0,175.85,179.2,183.55,0.0,0.0,1.0,0,2.4619179077148434,True,REGULAR,USD
127,TSLA241129P00530000,2024-11-20 15:31:52+00:00,530.0,192.05,189.0,193.75,0.0,0.0,1.0,0,2.5903355554199217,True,REGULAR,USD
128,TSLA241129P00550000,2024-11-14 20:54:40+00:00,550.0,239.15,209.2,213.75,0.0,0.0,,0,1.6796891015625,True,REGULAR,USD
129,TSLA241129P00560000,2024-11-21 15:48:54+00:00,560.0,219.9,218.95,223.4,0.0,0.0,1.0,0,2.741702364501953,True,REGULAR,USD
130,TSLA241129P00570000,2024-11-20 20:40:10+00:00,570.0,227.98,228.95,233.4,0.0,0.0,,0,2.815432648925781,True,REGULAR,USD
131,TSLA241129P00580000,2024-11-13 16:28:34+00:00,580.0,250.5,238.55,243.4,0.0,0.0,,0,2.8876980932617187,True,REGULAR,USD
132,TSLA241129P00590000,2024-11-20 14:34:59+00:00,590.0,246.05,249.0,253.4,0.0,0.0,1.0,0,2.9580104174804687,True,REGULAR,USD
133,TSLA241129P00600000,2024-11-25 14:34:13+00:00,600.0,249.55,258.95,263.35,-27.65001,-9.9747505,2.0,0,3.0126977807617186,True,REGULAR,USD
134,TSLA241129P00610000,2024-11-20 20:40:10+00:00,610.0,268.05,268.65,273.55,0.0,0.0,1.0,0,3.134767788085937,True,REGULAR,USD
135,TSLA241129P00620000,2024-11-20 20:40:10+00:00,620.0,278.07,279.2,283.55,0.0,0.0,,0,3.201173872070312,True,REGULAR,USD
136,TSLA241129P00630000,2024-11-18 16:01:02+00:00,630.0,283.9,289.0,293.55,0.0,0.0,1.0,0,3.2661151159667967,True,REGULAR,USD
137,TSLA241129P00640000,2024-11-14 15:26:35+00:00,640.0,322.6,299.0,303.4,0.0,0.0,,0,3.2871111572265628,True,REGULAR,USD
138,TSLA241129P00650000,2024-11-13 16:19:48+00:00,650.0,322.2,309.0,313.55,0.0,0.0,,0,3.3916030834960935,True,REGULAR,USD
139,TSLA241129P00660000,2024-11-18 16:29:04+00:00,660.0,318.45,318.55,323.4,0.0,0.0,,0,3.4091811645507812,True,REGULAR,USD
140,TSLA241129P00670000,2024-11-22 16:12:48+00:00,670.0,315.85,329.2,333.55,0.0,0.0,1.0,0,3.512696530761718,True,REGULAR,USD
141,TSLA241129P00680000,2024-11-13 18:00:59+00:00,680.0,350.45,339.0,343.55,0.0,0.0,,0,3.5712901342773433,True,REGULAR,USD
142,TSLA241129P00700000,2024-11-18 15:35:11+00:00,700.0,352.91,359.2,363.55,0.0,0.0,,0,3.685059381103516,True,REGULAR,USD
143,TSLA241129P00710000,2024-11-25 20:54:06+00:00,710.0,367.75,368.95,373.4,-3.1400146,-0.84661615,1.0,0,3.6953132617187503,True,REGULAR,USD
