,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
48,NVDA241129P00132000,2024-11-25 20:59:53+00:00,132.0,0.78,0.78,0.79,0.45999998,143.74998,19651.0,4370,0.4023497265625,False,REGULAR,USD
49,NVDA241129P00133000,2024-11-25 20:59:53+00:00,133.0,1.04,1.03,1.05,0.65,166.66667,26893.0,7788,0.39942006835937505,False,REGULAR,USD
50,NVDA241129P00134000,2024-11-25 20:59:54+00:00,134.0,1.34,1.34,1.38,0.84000003,168.0,29915.0,6301,0.398443515625,False,REGULAR,USD
51,NVDA241129P00135000,2024-11-25 20:59:59+00:00,135.0,1.72,1.74,1.77,1.1,177.41936,83136.0,23305,0.39649041015625003,False,REGULAR,USD
52,NVDA241129P00136000,2024-11-25 20:59:59+00:00,136.0,2.22,2.21,2.25,1.46,192.10527,46996.0,11475,0.3979552392578125,False,REGULAR,USD
53,NVDA241129P00137000,2024-11-25 21:00:00+00:00,137.0,2.8,2.75,2.81,1.8399999,191.66664,60123.0,9821,0.40112903564453123,True,REGULAR,USD
54,NVDA241129P00138000,2024-11-25 20:59:46+00:00,138.0,3.35,3.3,3.45,2.1499999,179.16664,56886.0,18051,0.4067442138671875,True,REGULAR,USD
55,NVDA241129P00139000,2024-11-25 20:59:50+00:00,139.0,4.15,4.0,4.15,2.65,176.66667,33338.0,9148,0.41235939208984373,True,REGULAR,USD
56,NVDA241129P00140000,2024-11-25 20:59:34+00:00,140.0,4.85,4.8,4.9,3.02,165.02733,45649.0,28558,0.41699801757812494,True,REGULAR,USD
57,NVDA241129P00141000,2024-11-25 20:59:51+00:00,141.0,5.75,5.6,5.75,3.54,160.181,11556.0,6659,0.43457596679687505,True,REGULAR,USD
58,NVDA241129P00142000,2024-11-25 20:59:26+00:00,142.0,6.5,6.3,6.65,3.84,144.3609,15085.0,9346,0.45752495605468757,True,REGULAR,USD
59,NVDA241129P00143000,2024-11-25 20:56:48+00:00,143.0,7.43,7.25,7.6,4.2299995,132.18747,4353.0,8850,0.4887746435546876,True,REGULAR,USD
60,NVDA241129P00144000,2024-11-25 20:50:11+00:00,144.0,8.18,8.15,8.45,4.4100003,116.976135,5777.0,7553,0.48633326171875,True,REGULAR,USD
61,NVDA241129P00145000,2024-11-25 20:58:32+00:00,145.0,9.15,9.05,9.45,4.7299995,107.01356,4210.0,13786,0.526371923828125,True,REGULAR,USD
62,NVDA241129P00146000,2024-11-25 20:59:51+00:00,146.0,10.3,10.0,10.55,5.1600003,100.38912,1013.0,4719,0.5986368261718751,True,REGULAR,USD
63,NVDA241129P00147000,2024-11-25 20:59:07+00:00,147.0,11.03,10.9,11.35,5.08,85.37815,612.0,5142,0.5644574804687501,True,REGULAR,USD
64,NVDA241129P00148000,2024-11-25 20:54:08+00:00,148.0,12.1,11.9,12.55,5.3500004,79.25927,737.0,3080,0.5429733203125001,True,REGULAR,USD
65,NVDA241129P00149000,2024-11-25 20:56:55+00:00,149.0,12.95,12.85,13.4,5.35,70.39474,192.0,1788,0.51562984375,True,REGULAR,USD
66,NVDA241129P00150000,2024-11-25 20:56:02+00:00,150.0,13.91,13.85,14.3,5.4799995,65.00592,2510.0,11312,0.50586431640625,True,REGULAR,USD
67,NVDA241129P00152500,2024-11-25 19:31:41+00:00,152.5,16.49,16.4,16.9,5.6399994,51.98156,128.0,782,0.637698935546875,True,REGULAR,USD
68,NVDA241129P00155000,2024-11-25 20:25:49+00:00,155.0,17.89,18.9,19.25,4.419999,32.813652,329.0,2599,0.64062859375,True,REGULAR,USD
69,NVDA241129P00157500,2024-11-25 18:44:38+00:00,157.5,21.37,21.4,21.75,5.670001,36.11466,367.0,694,0.7050810742187501,True,REGULAR,USD
70,NVDA241129P00160000,2024-11-25 20:57:23+00:00,160.0,23.95,23.85,24.2,5.720001,31.37686,274.0,2224,0.6914093359375001,True,REGULAR,USD
71,NVDA241129P00162500,2024-11-25 20:19:57+00:00,162.5,25.71,26.4,26.8,4.8599987,23.309347,2.0,231,0.85937640625,True,REGULAR,USD
72,NVDA241129P00165000,2024-11-25 19:02:29+00:00,165.0,28.7,27.0,29.5,5.700001,24.782612,46.0,254,1.2080117724609374,True,REGULAR,USD
73,NVDA241129P00167500,2024-11-25 20:18:32+00:00,167.5,30.85,31.35,32.35,5.3600006,21.027857,54.0,8,1.19141029296875,True,REGULAR,USD
74,NVDA241129P00170000,2024-11-25 20:47:53+00:00,170.0,33.85,32.3,34.9,5.9299984,21.239248,69.0,3,1.5361351318359375,True,REGULAR,USD
75,NVDA241129P00172500,2024-11-25 15:51:07+00:00,172.5,35.55,35.0,37.65,10.25,40.513836,28.0,0,1.7080092724609375,True,REGULAR,USD
76,NVDA241129P00175000,2024-11-25 20:18:32+00:00,175.0,38.15,37.1,39.65,4.8500023,14.564572,39.0,4,1.5615256298828122,True,REGULAR,USD
77,NVDA241129P00177500,2024-11-21 15:56:55+00:00,177.5,33.15,41.2,42.55,0.0,0.0,,0,1.4628933105468749,True,REGULAR,USD
78,NVDA241129P00180000,2024-11-25 17:29:08+00:00,180.0,43.05,42.05,45.15,5.5,14.647138,5.0,0,1.9218753906250001,True,REGULAR,USD
79,NVDA241129P00182500,2024-11-22 20:27:11+00:00,182.5,40.35,46.25,47.4,0.0,0.0,37.0,0,1.54297103515625,True,REGULAR,USD
80,NVDA241129P00185000,2024-11-25 16:58:00+00:00,185.0,48.05,47.0,50.0,4.700001,10.841986,2.0,1,1.9912109814453123,True,REGULAR,USD
81,NVDA241129P00187500,2024-11-25 16:58:00+00:00,187.5,49.7,49.0,52.4,6.549999,15.179605,1.0,0,2.00781748046875,True,REGULAR,USD
82,NVDA241129P00190000,2024-11-22 20:27:21+00:00,190.0,48.12,52.0,54.95,0.0,0.0,8.0,14,2.0927782055664057,True,REGULAR,USD
83,NVDA241129P00192500,2024-11-21 15:54:10+00:00,192.5,49.0,55.3,57.25,0.0,0.0,,0,2.050786123046875,True,REGULAR,USD
84,NVDA241129P00195000,2024-11-22 20:27:21+00:00,195.0,52.65,57.3,59.85,0.0,0.0,2.0,0,2.162113969726563,True,REGULAR,USD
85,NVDA241129P00197500,2024-11-21 20:38:45+00:00,197.5,49.74,59.85,62.3,0.0,0.0,1.0,0,2.1923873315429683,True,REGULAR,USD
86,NVDA241129P00200000,2024-11-25 15:42:47+00:00,200.0,62.5,61.3,64.95,10.23,19.571455,2.0,0,2.328129179687499,True,REGULAR,USD
87,NVDA241129P00205000,2024-11-21 20:38:45+00:00,205.0,57.28,67.65,69.7,0.0,0.0,2.0,0,2.2968792578125,True,REGULAR,USD
