,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
19,JPM241129P00222500,2024-11-25 19:57:49+00:00,222.5,0.01,0.0,0.23,-0.04,-80.00001,1.0,26,0.56055126953125,False,REGULAR,USD
20,JPM241129P00225000,2024-11-25 19:23:08+00:00,225.0,0.02,0.01,0.05,-0.02,-50.0,21.0,361,0.45508357421875,False,REGULAR,USD
21,JPM241129P00227500,2024-11-25 19:23:34+00:00,227.5,0.02,0.01,0.12,-0.030000001,-60.0,44.0,185,0.4726615234375,False,REGULAR,USD
22,JPM241129P00230000,2024-11-25 20:05:51+00:00,230.0,0.03,0.01,0.24,-0.04,-57.142857,60.0,745,0.48438015625,False,REGULAR,USD
23,JPM241129P00232500,2024-11-25 20:37:53+00:00,232.5,0.04,0.03,0.04,-0.030000001,-42.857143,57.0,496,0.32031929687499994,False,REGULAR,USD
24,JPM241129P00235000,2024-11-25 20:05:54+00:00,235.0,0.05,0.04,0.06,-0.06,-54.545456,343.0,826,0.29688203124999996,False,REGULAR,USD
25,JPM241129P00237500,2024-11-25 18:13:33+00:00,237.5,0.06,0.06,0.07,-0.09,-59.999996,189.0,834,0.260749580078125,False,REGULAR,USD
26,JPM241129P00240000,2024-11-25 20:59:55+00:00,240.0,0.1,0.09,0.1,-0.13999999,-58.333332,1605.0,1174,0.231452998046875,False,REGULAR,USD
27,JPM241129P00242500,2024-11-25 20:59:04+00:00,242.5,0.16,0.14,0.17,-0.25,-60.97561,873.0,1445,0.20655090332031245,False,REGULAR,USD
28,JPM241129P00245000,2024-11-25 20:59:47+00:00,245.0,0.31,0.29,0.32,-0.51,-62.19512,2154.0,1728,0.18360191406249998,False,REGULAR,USD
29,JPM241129P00247500,2024-11-25 20:59:15+00:00,247.5,0.71,0.66,0.72,-0.88000005,-55.345917,944.0,656,0.17090672851562502,False,REGULAR,USD
30,JPM241129P00250000,2024-11-25 20:59:47+00:00,250.0,1.53,1.49,1.58,-1.31,-46.126762,1536.0,348,0.16480327392578126,False,REGULAR,USD
31,JPM241129P00252500,2024-11-25 20:49:03+00:00,252.5,3.17,2.87,3.0,-1.3800001,-30.329672,96.0,61,0.1588218884277344,True,REGULAR,USD
32,JPM241129P00255000,2024-11-25 15:13:34+00:00,255.0,6.0,3.9,5.15,-0.5500002,-8.396949,37.0,58,0.18555501953124998,True,REGULAR,USD
33,JPM241129P00257500,2024-11-25 14:53:02+00:00,257.5,7.57,6.15,8.3,-1.4000001,-15.607582,10.0,14,0.34009448974609374,True,REGULAR,USD
34,JPM241129P00260000,2024-11-25 15:22:54+00:00,260.0,10.51,8.6,10.95,-9.389999,-47.18593,1.0,0,0.4255428540039063,True,REGULAR,USD
35,JPM241129P00262500,2024-11-21 14:49:19+00:00,262.5,19.4,11.1,13.05,0.0,0.0,,0,0.42676354492187507,True,REGULAR,USD
36,JPM241129P00265000,2024-11-22 19:59:06+00:00,265.0,15.7,13.7,15.1,0.0,0.0,21.0,5,0.39111937011718745,True,REGULAR,USD
37,JPM241129P00270000,2024-11-18 16:56:33+00:00,270.0,24.65,18.65,20.3,0.0,0.0,,0,0.5346726220703125,True,REGULAR,USD
