contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL241129P00220000,2024-11-25 20:59:48+00:00,220.0,0.07,0.07,0.08,-0.15,-68.18182,6037.0,7834,0.2890696093749999,False,REGULAR,USD
AAPL241129P00222500,2024-11-25 20:59:48+00:00,222.5,0.1,0.09,0.11,-0.23000002,-69.696976,5240.0,8401,0.25489026367187506,False,REGULAR,USD
AAPL241129P00225000,2024-11-25 20:59:46+00:00,225.0,0.16,0.15,0.16,-0.4,-71.42857,11716.0,13911,0.22071091796874998,False,REGULAR,USD
AAPL241129P00227500,2024-11-25 20:59:59+00:00,227.5,0.27,0.25,0.27,-0.76,-73.78641,16866.0,6553,0.18970536865234378,False,REGULAR,USD
AAPL241129P00230000,2024-11-25 20:59:54+00:00,230.0,0.55,0.57,0.59,-1.3699999,-71.354164,36774.0,7508,0.16968603759765627,False,REGULAR,USD
AAPL241129P00232500,2024-11-25 20:59:54+00:00,232.5,1.27,1.28,1.32,-2.08,-62.089554,14046.0,3470,0.15406119384765626,False,REGULAR,USD
AAPL241129P00235000,2024-11-25 20:59:32+00:00,235.0,2.7,2.64,2.75,-2.6000001,-49.056602,2234.0,4897,0.147469462890625,True,REGULAR,USD
AAPL241129P00237500,2024-11-25 20:59:09+00:00,237.5,4.8,4.6,4.85,-3.1499996,-39.62264,414.0,34,0.15747912841796874,True,REGULAR,USD
AAPL241129P00240000,2024-11-25 20:59:51+00:00,240.0,7.03,6.55,7.5,-3.4099994,-32.66283,183.0,137,0.2475661181640625,True,REGULAR,USD
AAPL241129P00242500,2024-11-25 15:37:46+00:00,242.5,9.53,9.2,9.75,-3.4300003,-26.466051,17.0,1,0.23438265625,True,REGULAR,USD
AAPL241129P00245000,2024-11-25 20:45:22+00:00,245.0,14.7,11.55,12.3,-0.9499998,-6.0702868,102.0,52,0.3007882421875,True,REGULAR,USD
AAPL241129P00247500,2024-11-25 20:53:20+00:00,247.5,15.25,14.0,14.8,-3.1499996,-17.119564,21.0,22,0.34766277343749996,True,REGULAR,USD
AAPL241129P00250000,2024-11-25 19:01:54+00:00,250.0,19.5,16.75,17.45,-1.1000004,-5.3398075,10.0,17,0.44775942871093743,True,REGULAR,USD
AAPL241129P00252500,2024-11-25 20:50:00+00:00,252.5,21.95,19.4,19.95,-1.0499992,-4.565214,8.0,1,0.495122236328125,True,REGULAR,USD
AAPL241129P00255000,2024-11-15 15:32:43+00:00,255.0,30.3,21.8,22.6,0.0,0.0,70.0,0,0.5893595751953126,True,REGULAR,USD
AAPL241129P00260000,2024-11-25 17:50:56+00:00,260.0,29.75,26.75,27.7,-7.700001,-20.56075,122.0,0,0.5117236328125,True,REGULAR,USD
AAPL241129P00270000,2024-10-23 18:03:15+00:00,270.0,42.05,39.65,41.5,0.0,0.0,,0,1.4689967956542969,True,REGULAR,USD
AAPL241129P00285000,2024-11-07 20:50:00+00:00,285.0,57.55,51.25,52.9,0.0,0.0,,0,1.2109414453124998,True,REGULAR,USD
AAPL241129P00300000,2024-11-07 20:50:00+00:00,300.0,72.6,66.6,67.85,0.0,0.0,,0,1.0371141894531253,True,REGULAR,USD
