contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
NVDA241129C00097000,2024-11-22 17:08:03+00:00,97.0,42.3,38.8,39.25,-2.75,-6.1043286,1,11,1.0625046875000002,True,REGULAR,USD
NVDA241129C00098000,2024-11-25 18:03:13+00:00,98.0,39.7,37.85,38.25,-6.299999,-13.695651,11,75,1.2500037499999999,True,REGULAR,USD
NVDA241129C00099000,2024-11-25 18:33:27+00:00,99.0,38.3,36.8,37.25,-4.6500015,-10.826546,14,66,1.000005,True,REGULAR,USD
NVDA241129C00100000,2024-11-25 20:59:04+00:00,100.0,36.25,35.9,36.35,-5.950001,-14.099527,269,1274,1.3906280468749999,True,REGULAR,USD
NVDA241129C00101000,2024-11-22 19:33:41+00:00,101.0,40.8,34.8,35.25,0.0,0.0,9,39,0.937500625,True,REGULAR,USD
NVDA241129C00102000,2024-11-22 19:03:01+00:00,102.0,40.11,33.9,34.25,0.0,0.0,13,53,1.19922275390625,True,REGULAR,USD
NVDA241129C00103000,2024-11-22 19:14:26+00:00,103.0,38.65,32.8,33.25,0.0,0.0,41,59,0.9062509375,True,REGULAR,USD
NVDA241129C00104000,2024-11-25 16:30:11+00:00,104.0,34.5,31.8,32.25,-3.4000015,-8.97098,13,89,0.87500125,True,REGULAR,USD
NVDA241129C00105000,2024-11-25 20:20:41+00:00,105.0,31.9,30.9,31.25,-4.9800014,-13.503258,9,57,1.08984830078125,True,REGULAR,USD
NVDA241129C00106000,2024-11-25 16:22:25+00:00,106.0,32.0,29.8,30.25,-4.3499985,-11.966984,3,143,0.8125018749999999,True,REGULAR,USD
NVDA241129C00107000,2024-11-25 20:42:04+00:00,107.0,29.15,28.8,29.3,-5.8999996,-16.833094,141,90,0.945313046875,True,REGULAR,USD
NVDA241129C00108000,2024-11-25 19:55:14+00:00,108.0,29.25,27.8,28.3,-4.5999985,-13.589361,5,82,0.914063359375,True,REGULAR,USD
NVDA241129C00109000,2024-11-22 20:42:25+00:00,109.0,32.84,26.85,27.25,0.0,0.0,76,103,0.8789074609374999,True,REGULAR,USD
NVDA241129C00110000,2024-11-25 20:47:00+00:00,110.0,26.8,25.95,26.3,-5.2400017,-16.354563,59,5276,1.0078174609375,True,REGULAR,USD
NVDA241129C00111000,2024-11-25 18:44:59+00:00,111.0,25.8,24.8,25.45,-5.1800003,-16.720465,53,127,0.9687503125,True,REGULAR,USD
NVDA241129C00112000,2024-11-25 17:02:23+00:00,112.0,25.6,23.8,24.3,-4.0699997,-13.717559,10,139,0.7812521875,True,REGULAR,USD
NVDA241129C00113000,2024-11-25 20:18:54+00:00,113.0,23.92,22.85,23.3,-5.26,-18.026045,22,111,0.8125018749999999,True,REGULAR,USD
NVDA241129C00114000,2024-11-25 18:41:07+00:00,114.0,23.0,21.85,22.45,-5.0,-17.857143,18,132,0.8906260937499999,True,REGULAR,USD
NVDA241129C00115000,2024-11-25 20:53:21+00:00,115.0,21.34,21.0,21.3,-5.91,-21.688074,162,734,0.8535170898437501,True,REGULAR,USD
NVDA241129C00116000,2024-11-25 20:59:12+00:00,116.0,20.27,20.0,20.45,-5.9300003,-22.633587,24,310,0.8867198828124999,True,REGULAR,USD
NVDA241129C00117000,2024-11-25 17:23:08+00:00,117.0,19.48,18.85,19.4,-5.380001,-21.641195,23,209,0.7500025,True,REGULAR,USD
NVDA241129C00118000,2024-11-25 19:55:19+00:00,118.0,19.38,17.85,18.3,-4.5200005,-18.912136,36,183,0.6445348046875,True,REGULAR,USD
NVDA241129C00119000,2024-11-25 19:39:23+00:00,119.0,18.2,16.85,17.45,-4.539999,-19.964815,67,186,0.7050810742187501,True,REGULAR,USD
NVDA241129C00120000,2024-11-25 20:59:19+00:00,120.0,16.2,16.05,16.35,-6.0,-27.027025,678,1281,0.710940390625,True,REGULAR,USD
NVDA241129C00121000,2024-11-25 20:54:50+00:00,121.0,15.35,14.85,15.5,-5.6499996,-26.904758,160,433,0.6523472265625001,True,REGULAR,USD
NVDA241129C00122000,2024-11-25 20:44:04+00:00,122.0,14.35,13.85,14.5,-5.3999996,-27.341768,68,388,0.6152382226562501,True,REGULAR,USD
NVDA241129C00123000,2024-11-25 20:54:50+00:00,123.0,13.3,13.0,13.35,-5.4700003,-29.142248,487,607,0.57617611328125,True,REGULAR,USD
NVDA241129C00124000,2024-11-25 20:54:50+00:00,124.0,12.35,11.9,12.4,-5.699999,-31.578941,65,330,0.5205126074218749,True,REGULAR,USD
NVDA241129C00125000,2024-11-25 20:58:04+00:00,125.0,11.15,10.9,11.35,-6.1499996,-35.54913,547,1555,0.59570716796875,True,REGULAR,USD
NVDA241129C00126000,2024-11-25 20:57:46+00:00,126.0,10.43,9.95,10.55,-5.4799995,-34.44374,850,549,0.50586431640625,True,REGULAR,USD
NVDA241129C00127000,2024-11-25 20:51:30+00:00,127.0,9.45,9.05,9.55,-5.6500006,-37.41722,671,1374,0.584965087890625,True,REGULAR,USD
NVDA241129C00128000,2024-11-25 20:55:32+00:00,128.0,8.45,8.05,8.7,-5.42,-39.077145,482,1052,0.5839885351562499,True,REGULAR,USD
NVDA241129C00129000,2024-11-25 20:59:09+00:00,129.0,7.55,7.3,7.7,-5.5299997,-42.278286,528,1111,0.5336960693359375,True,REGULAR,USD
NVDA241129C00130000,2024-11-25 20:59:46+00:00,130.0,6.45,6.0,6.7,-5.92,-47.85772,4929,6528,0.48291532714843755,True,REGULAR,USD
NVDA241129C00131000,2024-11-25 20:59:41+00:00,131.0,5.6,5.65,5.85,-5.9,-51.304348,1218,2451,0.4672904833984375,True,REGULAR,USD
NVDA241129C00132000,2024-11-25 20:59:09+00:00,132.0,4.8,4.85,5.0,-5.5999994,-53.84615,3807,1773,0.445318046875,True,REGULAR,USD
NVDA241129C00133000,2024-11-25 20:57:56+00:00,133.0,4.08,4.05,4.2,-5.55,-57.632397,5710,2446,0.4260311303710938,True,REGULAR,USD
NVDA241129C00134000,2024-11-25 20:59:39+00:00,134.0,3.5,3.4,3.55,-5.0,-58.82353,4054,3377,0.42676354492187507,True,REGULAR,USD
NVDA241129C00135000,2024-11-25 20:59:46+00:00,135.0,2.86,2.76,2.92,-4.8900003,-63.09678,18710,11239,0.41968353759765625,True,REGULAR,USD
NVDA241129C00136000,2024-11-25 20:59:59+00:00,136.0,2.32,2.29,2.36,-4.4800005,-65.88236,40230,5552,0.41358008300781246,True,REGULAR,USD
NVDA241129C00137000,2024-11-25 20:59:58+00:00,137.0,1.86,1.83,1.87,-4.14,-69.0,100460,2516,0.40820904296875,False,REGULAR,USD
NVDA241129C00138000,2024-11-25 20:59:59+00:00,138.0,1.5,1.47,1.5,-3.75,-71.42857,103060,3476,0.41211525390625,False,REGULAR,USD
NVDA241129C00139000,2024-11-25 20:59:51+00:00,139.0,1.17,1.17,1.2,-3.38,-74.28571,57945,3633,0.4182187084960937,False,REGULAR,USD
NVDA241129C00140000,2024-11-25 20:59:59+00:00,140.0,0.95,0.94,0.96,-2.95,-75.64102,181070,19011,0.42578699218750005,False,REGULAR,USD
NVDA241129C00141000,2024-11-25 20:59:54+00:00,141.0,0.77,0.75,0.77,-2.53,-76.666664,98100,7206,0.43457596679687505,False,REGULAR,USD
NVDA241129C00142000,2024-11-25 20:59:57+00:00,142.0,0.62,0.6,0.62,-2.1100001,-77.28938,86232,21711,0.44434149414062496,False,REGULAR,USD
NVDA241129C00143000,2024-11-25 20:59:37+00:00,143.0,0.5,0.49,0.5,-1.74,-77.67857,43907,29243,0.454107021484375,False,REGULAR,USD
NVDA241129C00144000,2024-11-25 20:59:53+00:00,144.0,0.41,0.4,0.41,-1.45,-77.956985,81910,23877,0.46680220703125,False,REGULAR,USD
NVDA241129C00145000,2024-11-25 20:59:54+00:00,145.0,0.34,0.33,0.34,-1.16,-77.333336,113002,72388,0.47949739257812496,False,REGULAR,USD
NVDA241129C00146000,2024-11-25 20:59:54+00:00,146.0,0.29,0.28,0.29,-0.93000007,-76.229515,23220,60691,0.49609878906250005,False,REGULAR,USD
NVDA241129C00147000,2024-11-25 20:59:33+00:00,147.0,0.25,0.24,0.25,-0.73,-74.48979,26516,16237,0.5097705273437501,False,REGULAR,USD
NVDA241129C00148000,2024-11-25 20:59:58+00:00,148.0,0.21,0.21,0.22,-0.57,-73.07693,26939,23930,0.5273484765625001,False,REGULAR,USD
NVDA241129C00149000,2024-11-25 20:59:50+00:00,149.0,0.2,0.19,0.2,-0.43,-68.25397,17440,12485,0.5478560839843751,False,REGULAR,USD
NVDA241129C00150000,2024-11-25 20:59:59+00:00,150.0,0.17,0.17,0.18,-0.34999996,-67.307686,115699,105327,0.5664105859375,False,REGULAR,USD
NVDA241129C00152500,2024-11-25 20:59:33+00:00,152.5,0.15,0.14,0.15,-0.15,-50.0,18601,21882,0.6191444335937502,False,REGULAR,USD
NVDA241129C00155000,2024-11-25 20:59:40+00:00,155.0,0.12,0.12,0.13,-0.080000006,-40.000004,35314,89586,0.6709017285156251,False,REGULAR,USD
NVDA241129C00157500,2024-11-25 20:59:55+00:00,157.5,0.1,0.1,0.11,-0.029999994,-23.076918,37670,72706,0.71679970703125,False,REGULAR,USD
NVDA241129C00160000,2024-11-25 20:59:50+00:00,160.0,0.09,0.08,0.09,-0.009999998,-9.999997,104860,108166,0.7539087109375,False,REGULAR,USD
NVDA241129C00162500,2024-11-25 20:59:54+00:00,162.5,0.08,0.07,0.08,0.009999998,14.285711,9026,10786,0.8007832421875,False,REGULAR,USD
NVDA241129C00165000,2024-11-25 20:58:43+00:00,165.0,0.06,0.06,0.07,-0.010000002,-14.285716,10033,21818,0.8398453515625,False,REGULAR,USD
NVDA241129C00167500,2024-11-25 20:56:24+00:00,167.5,0.06,0.05,0.06,0.009999998,19.999994,8139,7379,0.87500125,False,REGULAR,USD
NVDA241129C00170000,2024-11-25 20:59:42+00:00,170.0,0.05,0.05,0.06,0.0,0.0,23440,36894,0.929688203125,False,REGULAR,USD
NVDA241129C00172500,2024-11-25 20:58:17+00:00,172.5,0.04,0.04,0.05,0.01,33.333336,5290,3377,0.9570316796874999,False,REGULAR,USD
NVDA241129C00175000,2024-11-25 20:57:49+00:00,175.0,0.04,0.03,0.04,0.01,33.333336,4904,15508,0.9765627343750001,False,REGULAR,USD
NVDA241129C00177500,2024-11-25 20:55:52+00:00,177.5,0.03,0.02,0.03,0.0,0.0,1333,2075,0.98437515625,False,REGULAR,USD
NVDA241129C00180000,2024-11-25 20:59:28+00:00,180.0,0.03,0.02,0.03,0.0,0.0,6325,14376,1.0312548437500002,False,REGULAR,USD
NVDA241129C00182500,2024-11-25 20:49:37+00:00,182.5,0.01,0.01,0.02,-0.01,-50.0,2002,3132,1.015629921875,False,REGULAR,USD
NVDA241129C00185000,2024-11-25 20:54:48+00:00,185.0,0.01,0.01,0.02,-0.01,-50.0,933,5827,1.0625046875000002,False,REGULAR,USD
NVDA241129C00187500,2024-11-25 20:58:51+00:00,187.5,0.01,0.0,0.01,-0.01,-50.0,272,1959,0.98437515625,False,REGULAR,USD
NVDA241129C00190000,2024-11-25 20:56:37+00:00,190.0,0.01,0.01,0.02,0.0,0.0,534,10195,1.140629296875,False,REGULAR,USD
NVDA241129C00192500,2024-11-25 20:53:56+00:00,192.5,0.01,0.0,0.01,0.0,0.0,15,3408,1.0625046875000002,False,REGULAR,USD
NVDA241129C00195000,2024-11-22 20:36:44+00:00,195.0,0.01,0.0,0.01,-0.01,-50.0,37,4693,1.125004375,False,REGULAR,USD
NVDA241129C00197500,2024-11-22 20:23:24+00:00,197.5,0.01,0.0,0.01,0.0,0.0,384,1134,1.125004375,False,REGULAR,USD
NVDA241129C00200000,2024-11-25 20:16:00+00:00,200.0,0.01,0.0,0.01,0.0,0.0,276,19059,1.1875040625,False,REGULAR,USD
NVDA241129C00205000,2024-11-25 20:59:31+00:00,205.0,0.01,0.0,0.01,0.0,0.0,44,10020,1.2500037499999999,False,REGULAR,USD
NVDA241129C00210000,2024-11-25 14:30:01+00:00,210.0,0.01,0.0,0.01,0.0,0.0,2,2298,1.3125034374999998,False,REGULAR,USD
NVDA241129C00215000,2024-11-22 20:36:16+00:00,215.0,0.01,0.0,0.01,0.0,0.0,582,1056,1.3750031249999999,False,REGULAR,USD
NVDA241129C00220000,2024-11-25 14:40:39+00:00,220.0,0.01,0.0,0.01,0.0,0.0,2,12162,1.4375028125,False,REGULAR,USD
NVDA241129C00225000,2024-11-25 20:02:32+00:00,225.0,0.01,0.0,0.01,0.0,0.0,6,581,1.5000025,False,REGULAR,USD
NVDA241129C00230000,2024-11-21 14:47:54+00:00,230.0,0.01,0.0,0.01,0.0,0.0,59,711,1.5625021874999998,False,REGULAR,USD
NVDA241129C00235000,2024-11-25 16:40:37+00:00,235.0,0.01,0.0,0.01,0.0,0.0,7,894,1.625001875,False,REGULAR,USD
NVDA241129C00240000,2024-11-25 16:32:51+00:00,240.0,0.01,0.0,0.01,0.0,0.0,103,1034,1.6875015625,False,REGULAR,USD
NVDA241129C00245000,2024-11-21 14:30:01+00:00,245.0,0.03,0.0,0.01,0.0,0.0,3,711,1.75000125,False,REGULAR,USD
NVDA241129C00250000,2024-11-25 20:51:43+00:00,250.0,0.01,0.0,0.01,0.0,0.0,9,4320,1.78125109375,False,REGULAR,USD
